"","X1","new_col"
"3850","нахуй",-2
"3851","нацистський",-1
"3852","націонал-соціаліст",0
"3853","націоналіст",0
"3854","націоналістичний",0
"3855","національний",0
"3856","національність",0
"3857","національно-визвольний",0
"3858","нацьковувати",-2
"3859","начальник",0
"3860","начуватися",-2
"3861","наш",0
"3862","нашкодити",-1
"3863","наштовхуватися",-2
"3864","нащадок",0
"3865","нащадок",0
"3866","неабиякий",-1
"3867","неабиякий",1
"3868","неабиякий",1
"3869","неагресивний",1
"3870","неадекватний",-1
"3871","неадекватність",-2
"3872","неактивний",0
"3873","неактуальний",-1
"3874","неакуратний",-1
"3875","небагатий",0
"3876","небагатослівний",0
"3877","небажаний",-1
"3878","небажання",-1
"3879","небайдужий",1
"3880","небанальний",1
"3881","небачений",0
"3882","небезкорисний",1
"3883","небезпечний",-1
"3884","небесний",0
"3885","небитий",1
"3886","небиткий",0
"3887","неблагонадійний",-1
"3888","неблагополуччя",-1
"3889","неблизький",0
"3890","небуття",0
"3891","неважкий",0
"3892","неважко",0
"3893","неважливий",-1
"3894","невблаганний",0
"3895","невгамовний",-1
"3896","невгамовний",-1
"3897","невгасимий",0
"3898","невдалий",-1
"3899","невдалий",-2
"3900","невдача",-1
"3901","невдачливий",-1
"3902","невдоволення",-2
"3903","невдячний",-1
"3904","невеликий",-1
"3905","невеликий",-1
"3906","невибагливий",0
"3907","невибагливий",0
"3908","невивчений",0
"3909","невигадливий",0
"3910","невигідний",-1
"3911","невигідно",-1
"3912","невизнаний",-1
"3913","невизначений",-1
"3914","невизначеність",0
"3915","невиїзд",0
"3916","невиконаний",-1
"3917","невиконаний",-1
"3918","невиконання",-1
"3919","невиліковний",-1
"3920","невимірюваний",0
"3921","невимовний",1
"3922","невимовний",1
"3923","невимушений",1
"3924","невинний",-2
"3925","невинний",-2
"3926","невинність",0
"3927","невинно",0
"3928","невиплата",-2
"3929","невиплачений",-1
"3930","невиправданий",-1
"3931","невиправний",-1
"3932","невиразний",-1
"3933","невиразно",-1
"3934","невирішений",-1
"3935","невисокий",-1
"3936","невичерпний",1
"3937","невичерпний",1
"3938","невігластво",-1
"3939","невід'ємний",0
"3940","невідворотний",0
"3941","невіддільний",0
"3942","невідкладний",0
"3943","невідкладний",0
"3944","невідомий",0
"3945","невідомий",0
"3946","невідповідний",-1
"3947","невідповідність",-1
"3948","невідступний",1
"3949","невільник",-2
"3950","невірний",-1
"3951","невластивий",0
"3952","невловимий",0
"3953","невміння",-1
"3954","неволити",-2
"3955","неволя",-2
"3956","невпевнений",-1
"3957","невпинний",1
"3958","невпинний",1
"3959","невпинний",1
"3960","невпізнаний",0
"3961","невразливий",1
"3962","неврівноважений",-1
"3963","невротичний",0
"3964","невський",0
"3965","невтішний",-1
"3966","невтішний",-1
"3967","невтомний",1
"3968","негайний",0
"3969","негативний",-1
"3970","негативний",-1
"3971","негативно",-2
"3972","негативно",-1
"3973","негідний",-1
"3974","негідник",-1
"3975","неглибокий",-1
"3976","негода",-1
"3977","негожий",0
"3978","неготовий",0
"3979","неграмотний",-1
"3980","неграмотність",-2
"3981","негуманний",-1
"3982","негучний",0
"3983","недавній",0
"3984","недалекий",0
"3985","недалекоглядний",-1
"3986","недарма",0
"3987","недбайливий",-1
"3988","недбалий",-1
"3989","недбалість",-2
"3990","недвозначний",-1
"3991","недемократичний",0
"3992","недержавний",0
"3993","недешевий",-1
"3994","недисциплінований",-1
"3995","недитячий",-1
"3996","недієздатний",-1
"3997","недобрити",-2
"3998","недобросовісний",-1
"3999","недовгий",0
"4000","недовговічний",-1
"4001","недоведений",-2
"4002","недовіра",-1
"4003","недовірливий",-1
"4004","недовірливий",-1
"4005","недоглянутий",-1
"4006","недозволений",-1
"4007","недозволений",-1
"4008","недозволений",-1
"4009","недоладний",-1
"4010","недоладність",-1
"4011","недолік",-1
"4012","недолугий",-1
"4013","недолугість",-1
"4014","недолюблювати",-2
"4015","недомовленість",0
"4016","недоношений",-1
"4017","недопалок",-1
"4018","недоречний",-1
"4019","недорікуватий",-1
"4020","недоробка",-1
"4021","недорозвинений",-1
"4022","недосвідчений",1
"4023","недосконалий",-1
"4024","недосконалість",0
"4025","недостатній",-1
"4026","недостатність",-1
"4027","недостовірний",-1
"4028","недосяжний",1
"4029","недоторканність",1
"4030","недоумкуватість",-1
"4031","недоумок",-2
"4032","недоцільний",0
"4033","недружелюбний",-2
"4034","недружній",-1
"4035","неетичний",-1
"4036","неефективний",-1
"4037","неефективність",-1
"4038","неживий",-1
"4039","нежиттєздатний",-1
"4040","нез'ясований",-1
"4041","незабаром",0
"4042","незабутній",1
"4043","незабутній",1
"4044","незавершений",0
"4045","незагойний",-1
"4046","незадовго",0
"4047","незадовільний",-1
"4048","незадоволений",-1
"4049","незадоволений",-1
"4050","незайманий",0
"4051","незакінчений",-1
"4052","незаконний",-1
"4053","незаконнонароджений",0
"4054","незалежний",0
"4055","незалежність",0
"4056","незамараний",1
"4057","незамінний",1
"4058","незаможний",-1
"4059","незамутнений",0
"4060","незаперечний",1
"4061","незаперечний",1
"4062","незапланований",0
"4063","незапорошений",1
"4064","незаслужений",-1
"4065","незаслужено",-1
"4066","незатишний",-2
"4067","незатребуваний",-1
"4068","незацікавлений",0
"4069","незбагненний",0
"4070","незбалансований",-1
"4071","незбутній",-1
"4072","незвичайний",1
"4073","незвичайний",1
"4074","незвичайно",0
"4075","незвичний",0
"4076","незвично",0
"4077","незвіданий",0
"4078","незворушний",0
"4079","незворушність",1
"4080","незгідний",-1
"4081","незгладимий",0
"4082","незговірливий",0
"4083","незграбний",0
"4084","нездатний",-1
"4085","нездатність",-1
"4086","нездійснений",-1
"4087","нездійсненний",-1
"4088","нездоланний",-2
"4089","нездоланний",-2
"4090","нездоровий",-1
"4091","неземний",1
"4092","незламний",1
"4093","незліченний",1
"4094","незліченний",1
"4095","незломлений",1
"4096","незмивний",-1
"4097","незмінний",0
"4098","незміцнілий",-1
"4099","незнайомець",-2
"4100","незнання",0
"4101","незначний",0
"4102","незначно",0
"4103","незнищенний",0
"4104","незрівняний",0
"4105","незрівнянний",1
"4106","незрівнянний",2
"4107","незрозумілий",-1
"4108","незрозумілий",-1
"4109","незрозуміло",-1
"4110","незручний",-1
"4111","незручно",-1
"4112","неідеальний",-1
"4113","неінформативний",-1
"4114","неіснуючий",0
"4115","неїстівний",-1
"4116","неймовірний",1
"4117","неймовірний",1
"4118","неймовірний",1
"4119","нейтральний",0
"4120","нейтрон",0
"4121","некваліфікований",-1
"4122","неквапливий",0
"4123","некерований",-1
"4124","некомерційний",0
"4125","некомпетентний",-1
"4126","неконкурентоспроможний",-1
"4127","неконтрольований",-1
"4128","неконфліктний",1
"4129","некоректний",-1
"4130","некритичний",0
"4131","некрупний",0
"4132","некультурний",-1
"4133","неласкавий",-1
"4134","нелегальний",-1
"4135","нелегітимний",-1
"4136","нелегкий",2
"4137","неліцензійний",-1
"4138","нелогічний",-1
"4139","нелогічність",-1
"4140","нелояльний",-2
"4141","нелюбимий",-1
"4142","нелюбов",-1
"4143","нелюдський",-2
"4144","нелюдяний",-1
"4145","немаленький",0
"4146","немаловажливий",1
"4147","нематеріальний",0
"4148","немилосердний",-1
"4149","неминучий",-1
"4150","неминучий",-1
"4151","неминучість",-1
"4152","немислимий",-1
"4153","немислимо",-1
"4154","неміцний",-1
"4155","немічний",-1
"4156","неможливий",-1
"4157","неможливість",-1
"4158","немолодий",-1
"4159","ненав'язливий",0
"4160","ненавидіти",-2
"4161","ненависний",-2
"4162","ненависть",-2
"4163","ненавмисний",-2
"4164","ненавчений",-1
"4165","ненадійний",-1
"4166","ненадовго",0
"4167","ненажерливий",-1
"4168","неназваний",0
"4169","неналежний",-1
"4170","неналежний",-1
"4171","ненароком",-1
"4172","ненароком",-1
"4173","ненаситний",-1
"4174","ненатуральний",-1
"4175","ненормальний",-1
"4176","ненормативний",-1
"4177","ненудний",0
"4178","необ'єктивний",-1
"4179","необачний",-1
"4180","необачний",-1
"4181","необгрунтований",-1
"4182","необдуманий",-1
"4183","необережний",-1
"4184","необережність",-2
"4185","необмежений",0
"4186","необов'язковий",-1
"4187","необов'язково",0
"4188","необтяжливий",1
"4189","необхідний",1
"4190","необхідність",0
"4191","необхідно",0
"4192","неодмінний",0
"4193","неоднозначний",-1
"4194","неоднозначність",0
"4195","неодноразовий",0
"4196","неозброєний",0
"4197","неозорий",0
"4198","неонацистський",-1
"4199","неопалюваний",-1
"4200","неоплачуваний",-1
"4201","неорганізований",-1
"4202","неординарний",1
"4203","неоригінальний",-1
"4204","неосвічений",-1
"4205","неосвічений",-1
"4206","неосяжний",1
"4207","неофашист",-2
"4208","неофіційний",0
"4209","неохайний",-2
"4210","неохайний",-1
"4211","неохайність",-2
"4212","неохоче",-1
"4213","неоціненний",1
"4214","неочевидний",0
"4215","непатріотичний",-1
"4216","неперевершений",1
"4217","неперевірений",-1
"4218","непередаваний",1
"4219","непередбачений",-1
"4220","непередбачуваний",-1
"4221","непередбачуваність",0
"4222","непереконливий",-1
"4223","непереможений",1
"4224","непереможний",1
"4225","непідвладний",0
"4226","непідготовлений",-1
"4227","непідконтрольний",-1
"4228","непідкупний",1
"4229","непідробний",1
"4230","непідтверджений",-2
"4231","неплатоспроможний",0
"4232","неповага",-1
"4233","неповажний",-2
"4234","неповний",0
"4235","неповнолітній",0
"4236","неповноцінний",-1
"4237","неповноцінність",-1
"4238","неповторний",0
"4239","непоганий",1
"4240","непогано",1
"4241","непогрішний",0
"4242","неподобство",-2
"4243","непоказний",-1
"4244","непоказний",-2
"4245","непокірний",-1
"4246","непокора",-1
"4247","непомірний",-1
"4248","непомітний",0
"4249","непоправний",0
"4250","непопулярний",-1
"4251","непорозуміння",-1
"4252","непорочний",0
"4253","непорушний",-1
"4254","непорушний",1
"4255","непорушний",1
"4256","непорядний",-1
"4257","непосидючий",0
"4258","непосильний",0
"4259","непослідовний",-1
"4260","непослідовність",-2
"4261","непотоплюваний",0
"4262","непотрібний",-1
"4263","непохитний",1
"4264","непохитний",1
"4265","непояснюваний",0
"4266","неправда",-1
"4267","неправдоподібний",-1
"4268","неправильний",-1
"4269","неправильно",-1
"4270","неправомірний",-1
"4271","неправосудний",-2
"4272","непрактичний",-1
"4273","непрацездатний",0
"4274","непрацюючий",0
"4275","неприборканий",0
"4276","неприборканий",0
"4277","неприбутковий",-1
"4278","непривабливий",-1
"4279","непривітний",-1
"4280","неприглядний",-1
"4281","непридатний",-1
"4282","неприємний",-1
"4283","неприємність",-1
"4284","неприйнятний",-1
"4285","неприйняття",-1
"4286","неприкметний",-1
"4287","неприкритий",-1
"4288","непримиренний",-1
"4289","непримітний",-1
"4290","непринциповий",0
"4291","неприпустимий",-1
"4292","неприпустимість",0
"4293","неприродний",-1
"4294","непристойний",-1
"4295","непристосований",-1
"4296","неприступний",0
"4297","непритомний",-2
"4298","неприязний",-1
"4299","непробивний",1
"4300","непродуктивний",-1
"4301","непродуманий",-1
"4302","непролазний",0
"4303","непроникний",0
"4304","непропорційний",0
"4305","непросвітлений",-1
"4306","непростимий",-1
"4307","непрофесійний",-1
"4308","непрофесіоналізм",-2
"4309","непроханий",-2
"4310","непрошений",-1
"4311","непрямий",0
"4312","непублічний",0
"4313","нерадісний",-1
"4314","нервовий",-1
"4315","нервозний",-1
"4316","нервувати",-1
"4317","нереалізований",-1
"4318","нереалістичний",-1
"4319","нереальний",0
"4320","нереальність",-1
"4321","нерегульований",0
"4322","нерелігійна",0
"4323","нерівний",-1
"4324","нерівний",-1
"4325","нерівність",-1
"4326","нерідкий",0
"4327","нерішучий",-1
"4328","нероба",-1
"4329","нерозв'язний",-1
"4330","нерозкритий",0
"4331","нерозлучний",0
"4332","нерозповсюдження",1
"4333","нерозуміння",-1
"4334","нерозуміння",-1
"4335","нерозумний",-1
"4336","нерозумно",-1
"4337","неросійський",0
"4338","нерукотворний",0
"4339","нерухомий",0
"4340","нерухомість",0
"4341","несамовитий",-1
"4342","несамовитий",-1
"4343","несамовитий",-1
"4344","несамовитий",-1
"4345","несамостійний",-1
"4346","несанкціонований",-1
"4347","несвідомий",-1
"4348","несексуальний",-1
"4349","несерйозний",-1
"4350","несиметричний",-1
"4351","несимпатичний",-1
"4352","несистемний",-1
"4353","несказаний",1
"4354","нескінченний",0
"4355","нескінченний",0
"4356","нескінченність",0
"4357","нескладний",0
"4358","нескладно",1
"4359","нескромний",-1
"4360","нескромність",-2
"4361","неслухняний",-1
"4362","несмак",-2
"4363","несмачний",-1
"4364","неспішний",0
"4365","неспішність",0
"4366","несплата",-1
"4367","несплачений",-1
"4368","несповідимий",-1
"4369","несподіваний",0
"4370","несподіванка",0
"4371","несподівано",0
"4372","неспокійний",-1
"4373","несправедливо",-2
"4374","несправжній",0
"4375","несправний",-1
"4376","несприятливий",-1
"4377","неспроможність",-1
"4378","нестабільний",-1
"4379","нестабільність",-1
"4380","нестандартний",1
"4381","нестаріючий",1
"4382","нестерпний",-2
"4383","нестерпний",-2
"4384","нестерпний",-1
"4385","нестриманий",-1
"4386","нестримний",0
"4387","нестримний",0
"4388","несумісний",-1
"4389","несумлінність",-2
"4390","несуперечливий",0
"4391","несучасний",-1
"4392","несхвальний",-1
"4393","несхожий",0
"4394","несчисленний",0
"4395","нетактовний",-2
"4396","нетверезий",-1
"4397","нетерпіння",-1
"4398","нетерплячий",-1
"4399","нетлінний",0
"4400","неточний",-1
"4401","неточність",-1
"4402","нетрадиційний",0
"4403","нетривалий",0
"4404","нетривіальний",0
"4405","нетрі",-2
"4406","нетяжкий",-2
"4407","неув'язка",-1
"4408","неуважний",-1
"4409","неугодний",-1
"4410","неузгоджений",0
"4411","неупереджений",1
"4412","неупереджений",1
"4413","неупереджений",-1
"4414","неурядовий",0
"4415","неуспішний",-1
"4416","неухильний",0
"4417","неушкоджений",1
"4418","неушкоджений",1
"4419","неформальний",0
"4420","нехарактерний",0
"4421","нехитрий",1
"4422","нехитрий",1
"4423","нехороший",-1
"4424","нехтувати",-1
"4425","нехтувати",-1
"4426","нецензурний",-1
"4427","нецивілізований",-2
"4428","нецікавий",-1
"4429","нечастий",0
"4430","нечесний",-1
"4431","нечесно",-1
"4432","нечестивий",-1
"4433","нечисленний",0
"4434","нечистий",-1
"4435","нечисть",-1
"4436","нечуваний",0
"4437","нечутливий",0
"4438","нечутний",0
"4439","нешкідливий",1
"4440","нещадний",-1
"4441","нещадний",-1
"4442","нещасливий",-1
"4443","нещасливий",-2
"4444","нещасний",-2
"4445","нещастя",-2
"4446","нещирий",-1
"4447","нещирість",-2
"4448","неявний",-1
"4449","неякісний",-1
"4450","неясний",0
"4451","неясно",-1
"4452","нижегородець",0
"4453","нижегородський",0
"4454","нижній",0
"4455","низинний",0
"4456","низький",-1
"4457","низькооплачуваний",-1
"4458","низькопробний",-1
"4459","низькоякісний",-1
"4460","нити",-2
"4461","ниття",-1
"4462","нищівний",1
"4463","нігерійський",0
"4464","ніде",0
"4465","ніжний",2
"4466","ніжність",1
"4467","нікудишній",-2
"4468","нікчема",-2
"4469","нікчемний",-2
"4470","німець",0
"4471","німецький",0
"4472","німецький",0
"4473","німецько",0
"4474","німецько-фашистський",-1
"4475","німота",-2
"4476","нірвана",1
"4477","нісенітниця",-1
"4478","нісенітниця",-1
"4479","ніякий",-1
"4480","нобелівський",0
"4481","новатор",0
"4482","новаторський",1
"4483","новгородський",0
"4484","новенький",1
"4485","новизна",1
"4486","новина",0
"4487","новинка",0
"4488","новобранець",0
"4489","нововведення",1
"4490","нововведення",1
"4491","новозеландський",0
"4492","новомодний",1
"4493","новосел",1
"4494","ножовий",0
"4495","номенклатура",0
"4496","номерний",0
"4497","номінальний",0
"4498","норвезький",0
"4499","нормалізація",2
"4500","нормальний",0
"4501","нормально",0
"4502","норматив",0
"4503","нормативний",1
"4504","норовливий",0
"4505","носій",0
"4506","носіння",0
"4507","нотаріус",0
"4508","нудний",-1
"4509","нуднуватий",-1
"4510","нудота",-1
"4511","нудотний",-1
"4512","нудотний",-2
"4513","нудьга",-1
"4514","нужда",-1
"4515","нульовий",0
"4516","нью-йоркський",0
"4517","нюрнберзький",0
"4518","об'єднавчий",0
"4519","об'єднання",0
"4520","об'єднувати",0
"4521","об'єднуватися",0
"4522","об'єктивний",0
"4523","об'єктивність",1
"4524","об'їдати",-1
"4525","обачний",1
"4526","обвал",-1
"4527","обвалення",-1
"4528","обвальний",-1
"4529","обвинувальний",-1
"4530","обвинувачуватися",-2
"4531","обгін",0
"4532","обговорення",0
"4533","обговорювати",0
"4534","обговорюватися",0
"4535","обгорілий",-2
"4536","обгороджувати",0
"4537","обгортатися",0
"4538","обгрунтований",0
"4539","обґрунтовуватися",0
"4540","обдарований",1
"4541","обдаровання",1
"4542","обдирати",-2
"4543","обдурити",-2
"4544","обдурювати",-2
"4545","обережний",0
"4546","обережність",0
"4547","обиватель",0
"4548","обивательський",-1
"4549","обід",0
"4550","обійми",0
"4551","обітований",0
"4552","обіцянка",0
"4553","обіцяти",0
"4554","обкладати",-1
"4555","обкладатися",0
"4556","обкрадати",-1
"4557","обладнання",0
"4558","обладнувати",0
"4559","обласний",0
"4560","область",0
"4561","обливати",-2
"4562","обличчя",1
"4563","облігація",0
"4564","облізлий",-2
"4565","облік",0
"4566","обманювати",-1
"4567","обмеженість",-1
"4568","обмеження",0
"4569","обмежувати",-1
"4570","обмежувати",-1
"4571","обмінювати",0
"4572","обмінюватися",0
"4573","обнадійливий",1
"4574","обов'язковий",0
"4575","обов'язково",0
"4576","обов'язок",0
"4577","обожнювати",1
"4578","оболонка",0
"4579","обопільний",0
"4580","оборона",1
"4581","оборонний",0
"4582","оборонятися",0
"4583","обрадувати",1
"4584","ображати",-1
"4585","ображений",-2
"4586","образ",0
"4587","образа",-2
"4588","образа",-1
"4589","образливий",-2
"4590","обрамлення",1
"4591","обранець",0
"4592","обрання",0
"4593","обривати",-1
"4594","обрізання",0
"4595","обробляти",0
"4596","обрушити",-2
"4597","обрушувати",-1
"4598","обрушуватися",-1
"4599","обслуговування",0
"4600","обслуговувати",0
"4601","обставина",0
"4602","обстеження",0
"4603","обстріл",-1
"4604","обстрілювати",-1
"4605","обсценний",-1
"4606","обтяжливий",-1
"4607","обтяжувати",-2
"4608","обурення",-1
"4609","обурливий",-2
"4610","обурювати",0
"4611","обурюватися",-1
"4612","обчислювати",0
"4613","обчислювати",0
"4614","обчислюватися",0
"4615","обширний",0
"4616","обшук",-1
"4617","овація",1
"4618","овочебаза",0
"4619","овочевий",0
"4620","огида",-2
"4621","огидний",-2
"4622","оглушливий",0
"4623","огляд",0
"4624","ого",0
"4625","оголошення",0
"4626","оголошувати",0
"4627","огорожа",0
"4628","огріх",0
"4629","одиниця",0
"4630","одиничний",0
"4631","одиночний",0
"4632","одіозний",-1
"4633","одірваний",-1
"4634","однобокий",0
"4635","одноголосний",1
"4636","однодумець",1
"4637","однозначний",0
"4638","однокласниця",0
"4639","одноліток",0
"4640","одноманітний",-1
"4641","одноосібний",0
"4642","одноразовий",1
"4643","односельчанин",0
"4644","одностайний",1
"4645","односторонній",0
"4646","однотипний",0
"4647","одужання",1
"4648","одужувати",1
"4649","одяг",0
"4650","оживати",1
"4651","озаглавлювати",0
"4652","озброєння",-1
"4653","озброювати",0
"4654","озброюватися",0
"4655","озброюючи",-2
"4656","озвірілий",-2
"4657","оздоровити",1
"4658","оздоровлення",1
"4659","оздоровчий",1
"4660","озеленення",0
"4661","ознайомлюватися",0
"4662","ознака",0
"4663","оклад",0
"4664","окличний",0
"4665","окраїнний",0
"4666","окремий",0
"4667","округ",0
"4668","окупант",-1
"4669","окупатися",0
"4670","окупаційний",-1
"4671","окупувати",-1
"4672","олігарх",1
"4673","олігархічний",-1
"4674","олігархія",-1
"4675","омана",0
"4676","омоновець",0
"4677","омріяний",1
"4678","омський",0
"4679","онкологічний",-1
"4680","онкологія",-1
"4681","онлайновий",0
"4682","оновлений",1
"4683","оновлення",0
"4684","оновлювати",0
"4685","оперативний",0
"4686","операція",0
"4687","оперувати",0
"4688","опис",0
"4689","опис",0
"4690","опитування",0
"4691","опіка",0
"4692","опікати",0
"4693","опікунство",0
"4694","опір",0
"4695","оплакувати",-1
"4696","оплата",0
"4697","оплачуватися",0
"4698","оплески",1
"4699","оплот",0
"4700","оподатковуваний",0
"4701","опозиційний",0
"4702","опозиціонер",0
"4703","опозиція",0
"4704","ополчення",0
"4705","опонент",0
"4706","опорний",0
"4707","опрацьовувати",0
"4708","опрацювання",0
"4709","оприлюднення",0
"4710","оприлюднюватися",0
"4711","опромінення",0
"4712","оптимальний",1
"4713","оптимізм",1
"4714","оптимізувати",1
"4715","оптимістичний",1
"4716","опубліковувати",0
"4717","опуклий",0
"4718","опускатися",0
"4719","ораторський",1
"4720","орган",0
"4721","організаторський",1
"4722","організаційний",0
"4723","організація",0
"4724","організм",0
"4725","організований",0
"4726","організовуватися",0
"4727","органічний",0
"4728","оргкомітет",0
"4729","орден",0
"4730","ординський",0
"4731","оренбурзький",0
"4732","оренда",0
"4733","орендний",0
"4734","оригінал",0
"4735","оригінальний",1
"4736","оригінальність",1
"4737","орієнтувати",0
"4738","орловський",0
"4739","ортодоксальний",0
"4740","осаджувати",-1
"4741","освіжати",0
"4742","освіта",0
"4743","освітній",1
"4744","освічений",1
"4745","освоєння",0
"4746","освоювати",0
"4747","осередок",0
"4748","осипатися",-2
"4749","осілість",0
"4750","осінь",0
"4751","оскарження",0
"4752","оскаржити",0
"4753","оскаржувати",-1
"4754","оскароносний",1
"4755","оскома",-2
"4756","османський",0
"4757","осмислений",0
"4758","оснащувати",0
"4759","основа",0
"4760","основоположний",0
"4761","особистісний",0
"4762","особистість",0
"4763","особливий",1
"4764","особливий",1
"4765","особливість",0
"4766","останкінський",0
"4767","остаточний",0
"4768","остов",0
"4769","осуд",-1
"4770","осудити",-2
"4771","осудний",-1
"4772","ось-ось",0
"4773","оточення",0
"4774","оточення",0
"4775","оточувати",0
"4776","отримання",0
"4777","отримувати",0
"4778","отруєння",-1
"4779","отруїти",-2
"4780","отруйний",-1
"4781","отрута",-2
"4782","отруювати",-1
"4783","офігенний",1
"4784","офіс",0
"4785","офісний",0
"4786","офіцер",0
"4787","офіцерський",0
"4788","офіційний",1
"4789","оформлення",0
"4790","оформляти",0
"4791","оформлятися",0
"4792","офшор",0
"4793","офшор",0
"4794","офшорний",0
"4795","охайний",0
"4796","охолодження",0
"4797","охоплення",0
"4798","охоплювати",0
"4799","охорона",1
"4800","охоронець",0
"4801","охоче",0
"4802","оцінка",0
"4803","оціночний",0
"4804","оцінювати",0
"4805","оцінюватися",0
"4806","очевидний",0
"4807","очистка",0
"4808","очищати",0
"4809","очищення",1
"4810","очікуваний",1
"4811","очікуватися",0
"4812","очманілий",0
"4813","очолювати",0
"4814","ощадливий",1
"4815","ощадливість",1
"4816","п'яний",-2
"4817","п'янити",-2
"4818","п'янство",-2
"4819","п'ятдесят",0
"4820","п'ятирічка",0
"4821","п'ятірка",0
"4822","п'ятнадцятирічний",0
"4823","п'ятниця",0
"4824","п'ятсот",0
"4825","павутина",0
"4826","падати",-1
"4827","падіння",-1
"4828","пакистанський",0
"4829","пакість",-2
"4830","палестинець",0
"4831","палестинський",0
"4832","паливо",0
"4833","палити",-2
"4834","палкий",1
"4835","пам'ятник",0
"4836","пам'ять",0
"4837","пам`ятатися",0
"4838","пан",1
"4839","панамський",0
"4840","панахида",-2
"4841","паніка",-1
"4842","панічний",-1
"4843","панський",0
"4844","панування",1
"4845","панувати",0
"4846","папір",0
"4847","папірець",0
"4848","папський",0
"4849","парадигма",0
"4850","парадоксальний",0
"4851","парадоксально",1
"4852","паразитарний",-1
"4853","паразитичний",-1
"4854","паралізувати",-1
"4855","параноїдальний",-1
"4856","паранормальний",0
"4857","паритет",0
"4858","паритися",-1
"4859","парламент",0
"4860","парламентський",0
"4861","пародійний",0
"4862","партизан",0
"4863","партизанський",0
"4864","партія",0
"4865","паршивий",-1
"4866","пасажир",0
"4867","пасивний",0
"4868","паскудний",-2
"4869","паспорт",0
"4870","пасти",-2
"4871","пастирський",1
"4872","пастка",-1
"4873","патогенний",-1
"4874","патологічний",-1
"4875","патологія",-1
"4876","патріарх",0
"4877","патріотизм",0
"4878","патріотичний",1
"4879","патрон",0
"4880","патрульний",0
"4881","пауза",0
"4882","пафос",-1
"4883","пафосний",-1
"4884","пацієнт",0
"4885","пацієнтка",0
"4886","пацюк",-2
"4887","паща",-1
"4888","педагог",0
"4889","педагогіка",0
"4890","педагогічний",0
"4891","педаль",0
"4892","педантичний",0
"4893","педерастична",-1
"4894","педерастія",-2
"4895","педофіл",-2
"4896","педофілія",-1
"4897","пекінський",0
"4898","пекучий",0
"4899","пензенський",0
"4900","пенітенціарний",0
"4901","пенсійний",0
"4902","пенсіонер",0
"4903","пенсія",0
"4904","первинний",0
"4905","первісний",0
"4906","первозданний",1
"4907","перебивати",-2
"4908","перебиратися",0
"4909","перебити",-2
"4910","перебільшення",0
"4911","перебільшувати",-1
"4912","перебільшуватися",-2
"4913","перебування",0
"4914","перебувати",0
"4915","перебувати",0
"4916","перебудовуватися",0
"4917","перевага",1
"4918","перевага",1
"4919","переважати",0
"4920","переважний",1
"4921","переважувати",0
"4922","перевершивши",1
"4923","перевершити",1
"4924","перевершувати",1
"4925","перевищення",-1
"4926","перевищувати",0
"4927","перевірка",0
"4928","перевіряти",0
"4929","переводити",0
"4930","переворот",0
"4931","переглядати",0
"4932","переговори",0
"4933","перегороджувати",-1
"4934","перегравати",0
"4935","перегукуватися",0
"4936","передаватися",0
"4937","передбачати",0
"4938","передбачити",1
"4939","передбачуваний",0
"4940","передвиборний",0
"4941","переддень",0
"4942","передозування",-1
"4943","передоплата",0
"4944","передруковувати",0
"4945","передсмертний",-1
"4946","передчуття",1
"4947","переживання",0
"4948","перезавантаження",0
"4949","перейматися",0
"4950","перейматися",0
"4951","перейменування",0
"4952","перекидати",0
"4953","переконання",0
"4954","переконати",-2
"4955","переконливий",1
"4956","переконливість",1
"4957","переконувати",0
"4958","перекреслювати",-1
"4959","перекривати",0
"4960","перекупка",-2
"4961","переламати",-2
"4962","переливання",0
"4963","перелік",0
"4964","перемагати",0
"4965","перемикання",0
"4966","перемішаний",-2
"4967","перемога",1
"4968","перемогти",1
"4969","переможець",0
"4970","переможний",1
"4971","перенасичувати",-1
"4972","переоцінювати",0
"4973","переплачувати",-1
"4974","переповнення",-1
"4975","переполох",-2
"4976","перепродаж",0
"4977","перераховувати",0
"4978","переривати",-2
"4979","перериватися",0
"4980","перерізаний",-2
"4981","перерізують",0
"4982","переробка",0
"4983","переробляти",0
"4984","переробляти",0
"4985","переробний",1
"4986","пересічний",-1
"4987","переслідування",0
"4988","переслідувати",-1
"4989","переслідуватися",-2
"4990","пересмикувати",-1
"4991","перестановка",0
"4992","перестрілка",-2
"4993","пересування",0
"4994","пересуватися",0
"4995","перетворення",1
"4996","перетворюватися",0
"4997","перетравлювати",0
"4998","перефразувати",0
"4999","переходити",0
"5000","перехоплювач",0
"5001","перешкода",0
"5002","перешкоджати",0
"5003","периметр",0
"5004","периферійний",0
"5005","перманентний",0
"5006","персона",0
"5007","персонаж",0
"5008","персональний",0
"5009","перспектива",0
"5010","перський",0
"5011","першокласний",2
"5012","першокласник",0
"5013","першокурсник",0
"5014","першорядний",0
"5015","першосортний",1
"5016","песимістичний",-1
"5017","песимістичний",-1
"5018","петербурзький",0
"5019","петиція",0
"5020","петроградський",0
"5021","печальний",-1
"5022","печерний",0
"5023","пиздець",-2
"5024","пилитися",0
"5025","пильний",0
"5026","пильний",0
"5027","пильність",1
"5028","писклявий",-1
"5029","письменник",0
"5030","письмовий",0
"5031","питання",0
"5032","питний",0
"5033","пихатий",-1
"5034","пихатий",-1
